"position","track_id","track_name","artists","artist_uris","album_name","album_id","album_uri","duration_ms","duration_min","playcount","content_rating","playable","preview_url","cover_url","track_uri","track_url"
"536","6KqM3xmPIDonsTjCSGrrr5","TOO COOL TO BE CARELESS","PAWSA","spotify:artist:4E0HD2PMY8kQJIjlShrLUS","TOO COOL TO BE CARELESS","17zk2lz0xesn8Y4YncohZa","spotify:album:17zk2lz0xesn8Y4YncohZa","220046","3,67","192696451","NONE","True","https://p.scdn.co/mp3-preview/c235ae094c8f54c91f24e1f68c13ed83e0992bab","https://i.scdn.co/image/ab67616d0000b2732ae2ed5bc30ffd941d29d4ac","spotify:track:6KqM3xmPIDonsTjCSGrrr5","https://open.spotify.com/track/6KqM3xmPIDonsTjCSGrrr5"
"537","1U01we2m3dj5RFwJ21qyJ5","U Got Heart","Alan Nieves","spotify:artist:0gwCVstfKWPEMibFf3MnyG","U Got Heart","1ls4UKc8MTRmL1tDNupS39","spotify:album:1ls4UKc8MTRmL1tDNupS39","150000","2,5","8314","NONE","True","https://p.scdn.co/mp3-preview/6cb9390d5eed57307160ae7548081881d0ab5986","https://i.scdn.co/image/ab67616d0000b27333874b6ae3943a7e327e5ffc","spotify:track:1U01we2m3dj5RFwJ21qyJ5","https://open.spotify.com/track/1U01we2m3dj5RFwJ21qyJ5"
"538","7C73ljoPxYBrAnW9Zhf9Pz","7","Andromedha","spotify:artist:1naIVJt93vo4NJ3UHT6O8q","Colorscapes Sampler - Part One","3Hnm3DlJFMj2u7zUCFkNje","spotify:album:3Hnm3DlJFMj2u7zUCFkNje","193386","3,22","659757","NONE","True","https://p.scdn.co/mp3-preview/3fddafa1a79d352335dc1b7107da3d9e8d2424dc","https://i.scdn.co/image/a764ed48f4baa86654340b96a07835990b3fe5ed","spotify:track:7C73ljoPxYBrAnW9Zhf9Pz","https://open.spotify.com/track/7C73ljoPxYBrAnW9Zhf9Pz"
"539","6cWL1DzfiPlYE9Xk9eML4n","Tranquilizer - Christian Craken Remix","Oliver Huntemann; Christian Craken","spotify:artist:0NBGssQpgDczTsVEp4pCbR; spotify:artist:4NiMkovV5CHCZctsivUCIf","Tranquilizer 2.0","2e7rvQ2xSvCPIzoUKkI8o6","spotify:album:2e7rvQ2xSvCPIzoUKkI8o6","445440","7,42","2261321","NONE","True","https://p.scdn.co/mp3-preview/8a61b69bc3a7f1adf420059d649effb50753c85c","https://i.scdn.co/image/ab67616d0000b273fa5c7321cff612bc7420438a","spotify:track:6cWL1DzfiPlYE9Xk9eML4n","https://open.spotify.com/track/6cWL1DzfiPlYE9Xk9eML4n"
"540","2VpLQlRF10d1caMlCi4jnE","Cydonia - E-Clip Remix","Liquid Soul; E-Clip","spotify:artist:64nL3MP8zmuLqUq8DDaIKS; spotify:artist:7LpAZKxLjtWbD6sgMltSBr","Cydonia (E-Clip Remix)","6kMdcUV4C3I8OmCNDxrlUk","spotify:album:6kMdcUV4C3I8OmCNDxrlUk","459428","7,66","313485","NONE","True","https://p.scdn.co/mp3-preview/782cb08443b796dbeb2bae6b7fa7699bf2c2b886","https://i.scdn.co/image/ab67616d0000b273cde27c55df437de4a4a89d76","spotify:track:2VpLQlRF10d1caMlCi4jnE","https://open.spotify.com/track/2VpLQlRF10d1caMlCi4jnE"
"541","27jMFglAMnOG5rn2NwSt1Z","Moments of Ecstasy","Ace Ventura; Animato","spotify:artist:7bSyjB4y9NAhoUDrZTpYt4; spotify:artist:3EbiMr7AC6OqfPcrEHPVtL","Moments of Ecstasy","5R0upkb1QaGWBUMVCOx0Ub","spotify:album:5R0upkb1QaGWBUMVCOx0Ub","445714","7,43","2964178","NONE","True","https://p.scdn.co/mp3-preview/2d15b89120ed4484ccde2914596c0ea2dbe18878","https://i.scdn.co/image/ab67616d0000b2737cc249a51c1d22968a1e219f","spotify:track:27jMFglAMnOG5rn2NwSt1Z","https://open.spotify.com/track/27jMFglAMnOG5rn2NwSt1Z"
"542","2oSomMlZC2KTDNzrkF6DsQ","A Tu Lado","Ahmed Romel","spotify:artist:5hp5V0IfVuZWmYeUqomqEs","A Tu Lado","6nkP8W43Makjf7MWAtHfcA","spotify:album:6nkP8W43Makjf7MWAtHfcA","241714","4,03","179437","NONE","True","https://p.scdn.co/mp3-preview/a1bed994534a74e3d334c7a25bba4b8211e4a270","https://i.scdn.co/image/ab67616d0000b2737e1e523f9d094d631beb9e8a","spotify:track:2oSomMlZC2KTDNzrkF6DsQ","https://open.spotify.com/track/2oSomMlZC2KTDNzrkF6DsQ"
"543","1Oq6VZghVwKifutdJA9PpY","Face It","Sven Väth; Ralf Hildenbeutel","spotify:artist:5TQaBSTOSypp7S4jfSnN3F; spotify:artist:1cpiae3VUqBtLzkOSwycrf","Fusion","5s4V6pAHjAHwjlVcXAq6ZT","spotify:album:5s4V6pAHjAHwjlVcXAq6ZT","470626","7,84","437190","NONE","True","https://p.scdn.co/mp3-preview/595531e054824d55d6a1cd1585afe2a4c6b31ffe","https://i.scdn.co/image/ab67616d0000b2732ccd4b40ecff3e6f683ca678","spotify:track:1Oq6VZghVwKifutdJA9PpY","https://open.spotify.com/track/1Oq6VZghVwKifutdJA9PpY"
"544","45igfAgInWm2NYURZUxThU","Oxido","Argia","spotify:artist:3K2j2d5WP7SfP06QTV8iz4","Data Error Data EP","4kyJAjlvGGAzmFullOtgKm","spotify:album:4kyJAjlvGGAzmFullOtgKm","404052","6,73","9064","NONE","True","https://p.scdn.co/mp3-preview/2aea1531c724713d6f4321663140492bf2e29a12","https://i.scdn.co/image/ab67616d0000b27326a0595d583296d330442447","spotify:track:45igfAgInWm2NYURZUxThU","https://open.spotify.com/track/45igfAgInWm2NYURZUxThU"
"545","3xskCzncqCqOL1v2aAg7Pv","The Four Agreements - Martin Roth Beats Edit","Matthew Dekay; Martin Roth","spotify:artist:1ehDqG6bFGAurxlAJeQgNT; spotify:artist:4LoSbPey3kklzX5f2KEks1","Anjunadeep The Remixes 2020","5I3sy7xofYYFSCVJieP9FO","spotify:album:5I3sy7xofYYFSCVJieP9FO","328135","5,47","1976743","NONE","True","https://p.scdn.co/mp3-preview/528c99b7063a04c6211d84b00c3d99221ca82eb1","https://i.scdn.co/image/ab67616d0000b27356fc7880dda5b744d36f7981","spotify:track:3xskCzncqCqOL1v2aAg7Pv","https://open.spotify.com/track/3xskCzncqCqOL1v2aAg7Pv"
"546","1pWhDMMtSFtmUcI36UDXL1","Dance With Ibiza","Ugo Banchi","spotify:artist:0eiSKrrPR7JXmfVWCO3XuO","Dance With Ibiza","4LpyKPWVPym4XvKqZ13ZIy","spotify:album:4LpyKPWVPym4XvKqZ13ZIy","370540","6,18","3602043","NONE","True","https://p.scdn.co/mp3-preview/93af15bf2d35fba79d896e6ae546469a5778ce6b","https://i.scdn.co/image/ab67616d0000b273100562ebfc1fbf49f820005f","spotify:track:1pWhDMMtSFtmUcI36UDXL1","https://open.spotify.com/track/1pWhDMMtSFtmUcI36UDXL1"
"547","0CKNQ7V3fDL0pIIso9Eh1U","Ascend - Wade Remix","Dezko; Wade","spotify:artist:4FAahCBNlbpgoAhVfuUHPD; spotify:artist:09iEIVQVBtTVjiuEdqqkIR","Ascend (Wade Remix)","3JnxsaHfA6RvX05bhL8NTO","spotify:album:3JnxsaHfA6RvX05bhL8NTO","230952","3,85","336566","NONE","True","https://p.scdn.co/mp3-preview/94b19d9320b445347071df93c5738e5d29588012","https://i.scdn.co/image/ab67616d0000b273306c352ea4c43ec4cf4f744b","spotify:track:0CKNQ7V3fDL0pIIso9Eh1U","https://open.spotify.com/track/0CKNQ7V3fDL0pIIso9Eh1U"
"548","09uGZlo756Ndzq0WIJQ9eS","Humans","ARTBAT; braev","spotify:artist:3BkRu2TGd2I1uBxZKddfg1; spotify:artist:7mGCESDlw5ChfZQTQ3eUIS","Humans","3IMeZdfa9akLXvM2mqJQad","spotify:album:3IMeZdfa9akLXvM2mqJQad","240000","4","4608455","NONE","True","https://p.scdn.co/mp3-preview/948ffe3af49e8258f84b7834f3d35cacb30b3486","https://i.scdn.co/image/ab67616d0000b273d57a4261f05fef719dceea9e","spotify:track:09uGZlo756Ndzq0WIJQ9eS","https://open.spotify.com/track/09uGZlo756Ndzq0WIJQ9eS"
"549","0znQfZSluraTNVo8Fg6mHs","Never Going Home Tonight (feat. Madison Love) - KAAZE Remix","David Guetta; Alesso; KAAZE; Madison Love","spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai; spotify:artist:4AVFqumd2ogHFlRbKIjp1t; spotify:artist:6WGE3kO8ULME2ErBcOksSR; spotify:artist:3BkE65DVH2NZSDQa6ZszcJ","Never Going Home Tonight (feat. Madison Love) [KAAZE Remix]","2GiWfaOx3fOzpC1bOr4aUm","spotify:album:2GiWfaOx3fOzpC1bOr4aUm","162857","2,71","2735802","NONE","True","https://p.scdn.co/mp3-preview/621d19ea70e673358f19a1b15aefb929a2ce397e","https://i.scdn.co/image/ab67616d0000b273aeb1daa4b33a0834ead22b44","spotify:track:0znQfZSluraTNVo8Fg6mHs","https://open.spotify.com/track/0znQfZSluraTNVo8Fg6mHs"
"550","3hPgrNnrNfibAb5JZYpvXo","Arrakeen","Kevin de Vries; Y do I","spotify:artist:11aPF3sc8lDWNqPVInm4Zx; spotify:artist:4GVWch4tEmNGIx9gAWrnex","Saga","6ooAO2z9UPfC2Rz1c9x52h","spotify:album:6ooAO2z9UPfC2Rz1c9x52h","280320","4,67","1606165","NONE","True","https://p.scdn.co/mp3-preview/81706b743ec098b5a24f955a08ab6feeed0c474a","https://i.scdn.co/image/ab67616d0000b27357bffe1cf6a8e73a959d6085","spotify:track:3hPgrNnrNfibAb5JZYpvXo","https://open.spotify.com/track/3hPgrNnrNfibAb5JZYpvXo"
"551","4HfQpalNYBccGOio2lqFbW","Ray Of Solar - Tiësto Remix","Swedish House Mafia; Tiësto","spotify:artist:1h6Cn3P4NGzXbaXidqURXs; spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z","Ray Of Solar (Tiësto Remix)","2wu3YZ0c80fgq9IcKhyDHH","spotify:album:2wu3YZ0c80fgq9IcKhyDHH","215652","3,59","11947632","NONE","True","https://p.scdn.co/mp3-preview/353e4f12099bd5b0254eb66a3ed95148d6fe3faf","https://i.scdn.co/image/ab67616d0000b27393e80a0a2aba6e4653608aec","spotify:track:4HfQpalNYBccGOio2lqFbW","https://open.spotify.com/track/4HfQpalNYBccGOio2lqFbW"
"552","16TEzdJMz4MfFTDzk1x3Eh","Hyperdrive","PACS","spotify:artist:0JQQmVsckc2tcIfzyaIoMc","Omnia","75aKNZU4mCeWmnx5XUmY9v","spotify:album:75aKNZU4mCeWmnx5XUmY9v","184761","3,08","1034289","NONE","True","https://p.scdn.co/mp3-preview/7a88b12b787593e51c0c98d03d19c96fbbde5aca","https://i.scdn.co/image/ab67616d0000b273b3311e5fa8c07035578c9985","spotify:track:16TEzdJMz4MfFTDzk1x3Eh","https://open.spotify.com/track/16TEzdJMz4MfFTDzk1x3Eh"
"553","2LcaeVp0rTIhpS3cF8rlz2","Walking With A Ghost (feat. Delhia De France)","Anyma; Delhia De France","spotify:artist:4iBwchw0U0GZv5RfVYSMxN; spotify:artist:7A4TdwdnxfR9auD1yAmpWD","Genesys","7rCb8j8kaVvoKE44Dxf21y","spotify:album:7rCb8j8kaVvoKE44Dxf21y","269062","4,48","7616601","NONE","True","https://p.scdn.co/mp3-preview/5aab4ebfa42c6dd9e56a371ed0781c0e96627ad7","https://i.scdn.co/image/ab67616d0000b2732f952feea610a910c7daf561","spotify:track:2LcaeVp0rTIhpS3cF8rlz2","https://open.spotify.com/track/2LcaeVp0rTIhpS3cF8rlz2"
"554","3Nq8FvyyEjoWkiMYZMuoip","Yamore - Mrak & Armonica Remix","Salif Keita; MRAK; Armonica; MoBlack; Benja (NL); Franc Fala; Cesária Evora","spotify:artist:0VVnWF3KNaa5O7ESohKhAx; spotify:artist:4JLXtk9bdFy9xkslFY91dY; spotify:artist:6EnmXQhQQvFYrWorH0Duoy; spotify:artist:6Je4hal6B5wiRd46aeswrs; spotify:artist:0CX4q2v1TeyeskG7GgAyxI; spotify:artist:0FSasrFTs0AQBrJkcFE6vB; spotify:artist:0Nks3cFWU2a7rooAlFQYgn","Yamore (Mrak & Armonica Remix)","5kBYs0iziI8VH43EtqVb1P","spotify:album:5kBYs0iziI8VH43EtqVb1P","156190","2,6","889969","NONE","True","https://p.scdn.co/mp3-preview/307d5e21f870df7d9bbfa7a9f7d5a13329651c3d","https://i.scdn.co/image/ab67616d0000b27386526e55dd607f738e08425c","spotify:track:3Nq8FvyyEjoWkiMYZMuoip","https://open.spotify.com/track/3Nq8FvyyEjoWkiMYZMuoip"
"555","61OjeQboiuzmPMFd87vBPn","The Lights","Massano","spotify:artist:6htWLP8aiuf19FYMA4VQAZ","The Lights","0SaejByx3DTWudF63pWhUw","spotify:album:0SaejByx3DTWudF63pWhUw","209944","3,5","954174","NONE","True","https://p.scdn.co/mp3-preview/9b9a63d347d73dd239328c341236c40c4304b3d6","https://i.scdn.co/image/ab67616d0000b273305bc2eca4758efd30295c79","spotify:track:61OjeQboiuzmPMFd87vBPn","https://open.spotify.com/track/61OjeQboiuzmPMFd87vBPn"
"556","3FMrfozd7RBxApXp4unYL8","Kidz","Arodes","spotify:artist:4p2f8wUtltMAFuIJB4NR47","Kidz","6ktZsr7T8Fk219WDv7dmfQ","spotify:album:6ktZsr7T8Fk219WDv7dmfQ","168780","2,81","7972469","NONE","True","https://p.scdn.co/mp3-preview/ffa7965bb7fec52c1a1c4a7edcf76de07066f346","https://i.scdn.co/image/ab67616d0000b273129db552bc34ae599671d7fc","spotify:track:3FMrfozd7RBxApXp4unYL8","https://open.spotify.com/track/3FMrfozd7RBxApXp4unYL8"
"557","6ekLy1OsrYdLMbcqc0KZ8G","Home","Solomun","spotify:artist:5wJK4kQAkVGjqM9x46KQOC","Nobody Is Not Loved","5ZSutAkOkxqNok6aFCqafk","spotify:album:5ZSutAkOkxqNok6aFCqafk","221090","3,68","54799381","NONE","True","https://p.scdn.co/mp3-preview/36329d33886722d9122dea932749133572ce1e80","https://i.scdn.co/image/ab67616d0000b273b5869974a824f8f9a770782f","spotify:track:6ekLy1OsrYdLMbcqc0KZ8G","https://open.spotify.com/track/6ekLy1OsrYdLMbcqc0KZ8G"
"558","63uDIqrw6dCfxPHuLodoqe","Your Love Gives Me Gravity (feat. Planningtorock)","Solomun; Planningtorock","spotify:artist:5wJK4kQAkVGjqM9x46KQOC; spotify:artist:7qHOphlWaJrfFa0BqpayDG","Nobody Is Not Loved","5ZSutAkOkxqNok6aFCqafk","spotify:album:5ZSutAkOkxqNok6aFCqafk","279833","4,66","2885817","NONE","True","https://p.scdn.co/mp3-preview/5100415c411c74206617852884b88c0e85202500","https://i.scdn.co/image/ab67616d0000b273b5869974a824f8f9a770782f","spotify:track:63uDIqrw6dCfxPHuLodoqe","https://open.spotify.com/track/63uDIqrw6dCfxPHuLodoqe"
"559","5S6XqiyVSF0OU96LOw9UXP","Hoping (Herbert's High Dub)","Louie Austen","spotify:artist:41ITYFOUrXrzWhudmBYC0X","Hoping","6OeX1qmmw18XNUg9OWc9A9","spotify:album:6OeX1qmmw18XNUg9OWc9A9","396413","6,61","21064557","NONE","True","https://p.scdn.co/mp3-preview/f1ad15dd48f255eb9b59c6218767074c40aaddfc","https://i.scdn.co/image/ab67616d0000b27331d7a5d961647214780f8c44","spotify:track:5S6XqiyVSF0OU96LOw9UXP","https://open.spotify.com/track/5S6XqiyVSF0OU96LOw9UXP"
"560","7sBt9u5OMxBHQdDUFVR4zB","Swang","VITO (UK)","spotify:artist:4ipu1Wi05H8ZdEkvULDaKI","Swang","5FQar6hhqV4mkGeHXZHDo6","spotify:album:5FQar6hhqV4mkGeHXZHDo6","446511","7,44","1524540","EXPLICIT","True","https://p.scdn.co/mp3-preview/4dbd3ddd0f7bd387a551888bbefdfc234100141d","https://i.scdn.co/image/ab67616d0000b27349ad59b4f16f14f38f205fff","spotify:track:7sBt9u5OMxBHQdDUFVR4zB","https://open.spotify.com/track/7sBt9u5OMxBHQdDUFVR4zB"
"561","5e3NwBC0E6xjX9c1Uc8RHy","COLLECT THE COMMAS","PAWSA","spotify:artist:4E0HD2PMY8kQJIjlShrLUS","COLLECT THE COMMAS","6AVl6czEyN0v5GRaeCr4WY","spotify:album:6AVl6czEyN0v5GRaeCr4WY","221339","3,69","15912954","EXPLICIT","True","https://p.scdn.co/mp3-preview/e2bc9d2d192b0689501ad8118ea1277aa61a33c9","https://i.scdn.co/image/ab67616d0000b273093aa80dd65517bdbbb328be","spotify:track:5e3NwBC0E6xjX9c1Uc8RHy","https://open.spotify.com/track/5e3NwBC0E6xjX9c1Uc8RHy"
"562","12hypREWe3wQFb6xgAbwtT","Time To Go","Max Styler","spotify:artist:3NKKngINK1tP6BFy0WOyWk","Time To Go","3ejTqXB3AbW6bGO8iJGmQJ","spotify:album:3ejTqXB3AbW6bGO8iJGmQJ","202380","3,37","1629155","NONE","True","https://p.scdn.co/mp3-preview/97ca5128e746da16b96d2f2216c3f292ec926012","https://i.scdn.co/image/ab67616d0000b2731bc47500cccc0165294362d4","spotify:track:12hypREWe3wQFb6xgAbwtT","https://open.spotify.com/track/12hypREWe3wQFb6xgAbwtT"
"563","3UnDvoDHicV3e2YLAeiTj5","Overdose Of Bass","Adam Beyer; Eli Brown","spotify:artist:1btv9qmIpbp7q1ixCYNdHu; spotify:artist:5lVNSw2GPci8kebrAQpZqU","Overdose Of Bass","25e0jOmd5wkq3DrJJRIaDN","spotify:album:25e0jOmd5wkq3DrJJRIaDN","194327","3,24","3655233","NONE","True","https://p.scdn.co/mp3-preview/704086ca835ef694e09dad926401c76f9f5599d4","https://i.scdn.co/image/ab67616d0000b27300398f58ce02c118e934068e","spotify:track:3UnDvoDHicV3e2YLAeiTj5","https://open.spotify.com/track/3UnDvoDHicV3e2YLAeiTj5"
"564","3dqRuioP7B3hXwKdcUEPrg","The Procedure - Radio Edit","DANNY AVILA; Heerhorst","spotify:artist:1Xv1qZHJ1hnRlWHRTZ3uci; spotify:artist:4C3vrP3HDWOph3a6XSAVWR","The Procedure","5tnVe6nQE4skLdV919H5qQ","spotify:album:5tnVe6nQE4skLdV919H5qQ","193082","3,22","4090101","NONE","True","https://p.scdn.co/mp3-preview/d7b2ba5b09d0a20bf371104d8aae0873e30ba51d","https://i.scdn.co/image/ab67616d0000b2733280eea5747aef4f9fb376d4","spotify:track:3dqRuioP7B3hXwKdcUEPrg","https://open.spotify.com/track/3dqRuioP7B3hXwKdcUEPrg"
"565","04vbzGeJvn3aNwHhe1eVIQ","Purge","widerberg; Mia Mendi","spotify:artist:6ob0DwL4uI6eR5i9cc5tNn; spotify:artist:7ccAq24esXIKcy6coCLiio","Purge","332uzgaJNpAciqBgvZWZT0","spotify:album:332uzgaJNpAciqBgvZWZT0","175357","2,92","677702","NONE","True","https://p.scdn.co/mp3-preview/6ef73284e7846ddc872f2bb0b4fbbf1ca42e49a4","https://i.scdn.co/image/ab67616d0000b27344cba2571da82e6e8b696f86","spotify:track:04vbzGeJvn3aNwHhe1eVIQ","https://open.spotify.com/track/04vbzGeJvn3aNwHhe1eVIQ"
"566","1SB12ujp3ZGHaK8KbAaX97","Free (with Ellie Goulding) - Mathame Remix","Calvin Harris; Ellie Goulding; Mathame","spotify:artist:7CajNmpbOovFoOoasH2HaY; spotify:artist:0X2BH1fck6amBIoJhDVmmJ; spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS","Free (with Ellie Goulding) [Remixes]","57mqgr0BZobgzl3Lgm688c","spotify:album:57mqgr0BZobgzl3Lgm688c","238195","3,97","374610","NONE","True","https://p.scdn.co/mp3-preview/c72420e50bd68d05658a3d22cbca4f942892e327","https://i.scdn.co/image/ab67616d0000b2739e5b3496a17c1364fad81fd1","spotify:track:1SB12ujp3ZGHaK8KbAaX97","https://open.spotify.com/track/1SB12ujp3ZGHaK8KbAaX97"
"567","6rHIbexyPmQv6vWMRHMWCs","Never Tomorrow - Enai Remix","Final Request; Enai","spotify:artist:3NVOeVf2oPolFbXeTjdb3x; spotify:artist:1SJwIpXxFHY5MOruX6gvve","Never Tomorrow (Enai Remix)","6ERHy1JgVyHd53332M3TF9","spotify:album:6ERHy1JgVyHd53332M3TF9","228480","3,81","403834","NONE","True","https://p.scdn.co/mp3-preview/cb7af70d1f28f6345cc4ef858af5d522d626281a","https://i.scdn.co/image/ab67616d0000b273e5c78edd4ea1fad640afb662","spotify:track:6rHIbexyPmQv6vWMRHMWCs","https://open.spotify.com/track/6rHIbexyPmQv6vWMRHMWCs"
"568","68lTEhMEx4MxDCJypT6bXE","Escape - John Summit Remix","deadmau5; Kaskade; Kx5; HAYLA; John Summit","spotify:artist:2CIMQHirSU0MQqyYHq0eOx; spotify:artist:6TQj5BFPooTa08A7pk8AQ1; spotify:artist:2avRYQUWQpIkzJOEkf0MdY; spotify:artist:4yX6mpMyBGf9UfvBB8JJrc; spotify:artist:7kNqXtgeIwFtelmRjWv205","Escape (John Summit Remix)","3S9GUf0drt2FBoNkwJZQjZ","spotify:album:3S9GUf0drt2FBoNkwJZQjZ","226666","3,78","36574071","NONE","True","https://p.scdn.co/mp3-preview/366f1106d713d37973aa5131ada24b8c38254a7a","https://i.scdn.co/image/ab67616d0000b2734bd2c0432f8fb84e3d80db68","spotify:track:68lTEhMEx4MxDCJypT6bXE","https://open.spotify.com/track/68lTEhMEx4MxDCJypT6bXE"
"569","6NtHTErkT25E4kcuhdMEq8","Stranger (To Stability) - Len Faki Podium Mix","Dustin Zahn; Len Faki","spotify:artist:6ScDJaxsDqmtEB0CZY3WAC; spotify:artist:3fI3Z6NnYoeSQjcqPQDbM4","Stranger (To Stability)","5o1DkAN82OxSkBwyOucZej","spotify:album:5o1DkAN82OxSkBwyOucZej","547103","9,12","1967685","NONE","True","https://p.scdn.co/mp3-preview/24bd144517cd23ccfb9da606d2902ddc0ee2a31a","https://i.scdn.co/image/ab67616d0000b273d8eb9f3e28da2599039c7657","spotify:track:6NtHTErkT25E4kcuhdMEq8","https://open.spotify.com/track/6NtHTErkT25E4kcuhdMEq8"
"570","3wPPekju1lN3XgdtYCWmOS","Shiver - Cassian Remix","John Summit; HAYLA; Cassian","spotify:artist:7kNqXtgeIwFtelmRjWv205; spotify:artist:4yX6mpMyBGf9UfvBB8JJrc; spotify:artist:1ChtRJ3f4rbv4vtz87i6CD","Shiver (Cassian Remix)","2TUxf9Z7J0Mxhm8jgpKAtv","spotify:album:2TUxf9Z7J0Mxhm8jgpKAtv","245669","4,09","16897623","NONE","True","https://p.scdn.co/mp3-preview/d42cee44fe091b689cebe888057aa46ab2b22953","https://i.scdn.co/image/ab67616d0000b2737baeca891b532621a777926c","spotify:track:3wPPekju1lN3XgdtYCWmOS","https://open.spotify.com/track/3wPPekju1lN3XgdtYCWmOS"
"571","5Ehx6lVZqvofLysLJtBUP2","Next Tree","Moonphazes; Ravok; Gabi Giordan","spotify:artist:5B6a4tvHuhbxL5sNHRbbKH; spotify:artist:34GLnyhEW9BVMfopBv6qkw; spotify:artist:0HehRVLqxN4devo8DlD5GV","Next Tree","3i7ODiXRAqUl72lcujuplc","spotify:album:3i7ODiXRAqUl72lcujuplc","252000","4,2","308175","NONE","True","https://p.scdn.co/mp3-preview/b001587f426b80c418efea620b9b16e416b604ab","https://i.scdn.co/image/ab67616d0000b273ccef88571428751b9215f0a4","spotify:track:5Ehx6lVZqvofLysLJtBUP2","https://open.spotify.com/track/5Ehx6lVZqvofLysLJtBUP2"
"572","4XhfLiCuOerXBSMHaQ3TZS","Closer","BDC","spotify:artist:5yseaLfycrE6zjdESBf542","Closer","34DTgeVGhanMUALPVQtUWI","spotify:album:34DTgeVGhanMUALPVQtUWI","247741","4,13","276162","NONE","True","https://p.scdn.co/mp3-preview/0e4f34695f26a123f644278e54624db17e4d2249","https://i.scdn.co/image/ab67616d0000b273724d2dcdde474b9cab3f11bb","spotify:track:4XhfLiCuOerXBSMHaQ3TZS","https://open.spotify.com/track/4XhfLiCuOerXBSMHaQ3TZS"
"573","7lOiwYiW2sIx16vtnftvZb","Project X","Volkan Uca","spotify:artist:0Qq5ObryXEZSAuOX6Ykqut","Project X","3por46iWonMg0wnqDSUJVp","spotify:album:3por46iWonMg0wnqDSUJVp","158830","2,65","309239","NONE","True","https://p.scdn.co/mp3-preview/d0391884b797f3b9241b212ade845aafa12f366b","https://i.scdn.co/image/ab67616d0000b273a8a4300bac87f026d4edaa51","spotify:track:7lOiwYiW2sIx16vtnftvZb","https://open.spotify.com/track/7lOiwYiW2sIx16vtnftvZb"
"574","4I9egz7cZ2oAqCz4SCui0t","Disconnection","Mete Atmaca","spotify:artist:4LC5XRgaIzqwTN1zEzA1h8","Disconnection","7EIgUHl4a8Dm5GVaX3Pi2E","spotify:album:7EIgUHl4a8Dm5GVaX3Pi2E","289634","4,83","301026","NONE","True","https://p.scdn.co/mp3-preview/d9d5690578cf74e3a78f7fc729975a81697fd97f","https://i.scdn.co/image/ab67616d0000b273917c2fa6944501c065b141b7","spotify:track:4I9egz7cZ2oAqCz4SCui0t","https://open.spotify.com/track/4I9egz7cZ2oAqCz4SCui0t"
"575","4DA4WJRYSqpxiaCFymm5uv","Pull Out - Short Mix","ARTBAT; KAS:ST; Losless","spotify:artist:3BkRu2TGd2I1uBxZKddfg1; spotify:artist:7orlzf5LTqSnCzURkZFebN; spotify:artist:2rnmC57D43ML3a2Ujc7tiP","Pull Out","1WyoGZphtDpMXxCD3iYuBJ","spotify:album:1WyoGZphtDpMXxCD3iYuBJ","169804","2,83","468190","NONE","True","https://p.scdn.co/mp3-preview/504942b551a2a5b5af00ab5e01056dca1b9d0354","https://i.scdn.co/image/ab67616d0000b273c42794af3ece7f0a5a99b1ab","spotify:track:4DA4WJRYSqpxiaCFymm5uv","https://open.spotify.com/track/4DA4WJRYSqpxiaCFymm5uv"
"576","70hIxHhQLcxmqwxfcYkoUf","Another World - Kevin de Vries & SLVR Remix","MEDUZA; HAYLA; Kevin de Vries; SLVR","spotify:artist:0xRXCcSX89eobfrshSVdyu; spotify:artist:4yX6mpMyBGf9UfvBB8JJrc; spotify:artist:11aPF3sc8lDWNqPVInm4Zx; spotify:artist:4nKvbonPefiFmshjpHENVU","Another World (Kevin de Vries & SLVR Remix)","6rsdb9z4X2APof4aa8fJuz","spotify:album:6rsdb9z4X2APof4aa8fJuz","211653","3,53","6504232","NONE","True","https://p.scdn.co/mp3-preview/7933ddb22571872eb040c167a34ef2448facf896","https://i.scdn.co/image/ab67616d0000b273ef3480cc6ee58d4ac0b65c92","spotify:track:70hIxHhQLcxmqwxfcYkoUf","https://open.spotify.com/track/70hIxHhQLcxmqwxfcYkoUf"
"577","1Y9J4kudv07shWogQJZlJT","The Cold","Kiko","spotify:artist:4vQwRCAEjGlq5szn3MyG2N","The Cold","1GyFGfcn0yC0uxymrD2rjv","spotify:album:1GyFGfcn0yC0uxymrD2rjv","364724","6,08","33525","NONE","True","https://p.scdn.co/mp3-preview/f6f9790c53f601c8dc55eb11207f74a01b983c91","https://i.scdn.co/image/ab67616d0000b27384c4a8d3c534673941904dfc","spotify:track:1Y9J4kudv07shWogQJZlJT","https://open.spotify.com/track/1Y9J4kudv07shWogQJZlJT"
