"position","track_id","track_name","artists","artist_uris","album_name","album_id","album_uri","duration_ms","duration_min","playcount","content_rating","playable","preview_url","cover_url","track_uri","track_url"
"1","6DuTXPpowLA1vk8fzqaLtB","Nothing Around Us","Mathame; Lyke","spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS; spotify:artist:3lc4xDLsQnWnjhntJfykpF","Nothing Around Us","3S8eBDaNXOgauG0Rtco6Kj","spotify:album:3S8eBDaNXOgauG0Rtco6Kj","345600","5,76","18693739","NONE","True","https://p.scdn.co/mp3-preview/f9387cbc68cd27d714109c91e562e3ae10d4c589","https://i.scdn.co/image/ab67616d0000b27343f8c50373afaaa7cdcdce96","spotify:track:6DuTXPpowLA1vk8fzqaLtB","https://open.spotify.com/track/6DuTXPpowLA1vk8fzqaLtB"
"2","1JodrnwZ3jp2lZ99we5TbI","22","Mathame","spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS","Nothing Around Us","3S8eBDaNXOgauG0Rtco6Kj","spotify:album:3S8eBDaNXOgauG0Rtco6Kj","378052","6,3","3295288","NONE","True","https://p.scdn.co/mp3-preview/8d62bf99090e2f8ba6f1fad4f9d208eec594d3ef","https://i.scdn.co/image/ab67616d0000b27343f8c50373afaaa7cdcdce96","spotify:track:1JodrnwZ3jp2lZ99we5TbI","https://open.spotify.com/track/1JodrnwZ3jp2lZ99we5TbI"
"3","00UcM1MkE18GfBns9vkxRm","Departure - Tale Of Us Intro Edit","Mathame; Tale Of Us","spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS; spotify:artist:1UL813H5aj3e8ekE5RqWqc","Skywalking","0UbrZBSsBlWSNiUW9bRw5o","spotify:album:0UbrZBSsBlWSNiUW9bRw5o","394986","6,58","3061493","NONE","True","https://p.scdn.co/mp3-preview/640ca7489f889f7cdb4be9a407ef1b1d8bd33e7b","https://i.scdn.co/image/ab67616d0000b273003aa5839fd002d5ec494b75","spotify:track:00UcM1MkE18GfBns9vkxRm","https://open.spotify.com/track/00UcM1MkE18GfBns9vkxRm"
"4","2Ksd5WwJY9EAqkWT6UibBi","Never Give Up","Mathame","spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS","Never Give Up","1QcQGdN41jc2NmmOVTvzfR","spotify:album:1QcQGdN41jc2NmmOVTvzfR","180114","3","4882846","NONE","True","https://p.scdn.co/mp3-preview/e37810990319d710f49b6f1210c718aa670565b6","https://i.scdn.co/image/ab67616d0000b273c8e730cefe3633ccd2bc756f","spotify:track:2Ksd5WwJY9EAqkWT6UibBi","https://open.spotify.com/track/2Ksd5WwJY9EAqkWT6UibBi"
"5","6F0I4oOWygQTGLt22CKImo","Lifetime","Mathame","spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS","fabric 97: Tale of Us","2EfLRLrle7nSvj4Aq8GmFJ","spotify:album:2EfLRLrle7nSvj4Aq8GmFJ","495483","8,26","104911","NONE","True","https://p.scdn.co/mp3-preview/675affe87a9230ef4cce3d35ade06d8d1025bbd8","https://i.scdn.co/image/ab67616d0000b273780e9b677b51ea906d0f2b92","spotify:track:6F0I4oOWygQTGLt22CKImo","https://open.spotify.com/track/6F0I4oOWygQTGLt22CKImo"
"6","61Aj0F4ZUrQq6wZUufPqPU","Magia","Mathame; Franchino","spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS; spotify:artist:5GkitXZMZ5pVYdZEXRfeR8","Unity","0HrDrQPhOBR04RKmY7DCJj","spotify:album:0HrDrQPhOBR04RKmY7DCJj","373569","6,23","4401650","NONE","True","https://p.scdn.co/mp3-preview/8c7f99f288face7a091ef113c2a416649b55f8b5","https://i.scdn.co/image/ab67616d0000b273e18f6613c8797619eaa07925","spotify:track:61Aj0F4ZUrQq6wZUufPqPU","https://open.spotify.com/track/61Aj0F4ZUrQq6wZUufPqPU"
"7","53ynuUWSqBomfgAsYxn2u9","Together","Tale Of Us","spotify:artist:1UL813H5aj3e8ekE5RqWqc","Unity","0HrDrQPhOBR04RKmY7DCJj","spotify:album:0HrDrQPhOBR04RKmY7DCJj","319122","5,32","1770253","NONE","True","https://p.scdn.co/mp3-preview/aff416c0dfcab331c559b121a7dee7e022319cba","https://i.scdn.co/image/ab67616d0000b273e18f6613c8797619eaa07925","spotify:track:53ynuUWSqBomfgAsYxn2u9","https://open.spotify.com/track/53ynuUWSqBomfgAsYxn2u9"
"8","46MXlaqZGsHI4yvhIFyOGJ","Discorso Della Montagna","Mathame","spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS","Betsaida","7Dlu0nzPxARLqldmYc3oGv","spotify:album:7Dlu0nzPxARLqldmYc3oGv","482036","8,03","224327","NONE","True","https://p.scdn.co/mp3-preview/d333dd226a27e7a8914c0e127ded740972418702","https://i.scdn.co/image/ab67616d0000b273bd2a17745d901bffd1dc9cfe","spotify:track:46MXlaqZGsHI4yvhIFyOGJ","https://open.spotify.com/track/46MXlaqZGsHI4yvhIFyOGJ"
"9","0so587BGO1K3OU3fMqF25I","Skywalking","Mathame","spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS","Skywalking","0UbrZBSsBlWSNiUW9bRw5o","spotify:album:0UbrZBSsBlWSNiUW9bRw5o","374721","6,25","25591637","NONE","True","https://p.scdn.co/mp3-preview/f55d35b82c81ed515f21ad2f3fb5361690e23ecd","https://i.scdn.co/image/ab67616d0000b273003aa5839fd002d5ec494b75","spotify:track:0so587BGO1K3OU3fMqF25I","https://open.spotify.com/track/0so587BGO1K3OU3fMqF25I"
"10","1hvEJcPcOCZz9k6FG3qpA7","Alkahest","Mathame","spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS","Alkahest","37iNDT8MEOW4iUf50BBwtx","spotify:album:37iNDT8MEOW4iUf50BBwtx","441290","7,35","321820","NONE","True","https://p.scdn.co/mp3-preview/08ebbd87474c6d67bfc63c3483f6068beac2b8fa","https://i.scdn.co/image/ab67616d0000b273fb85af5f966cfe8df58fef47","spotify:track:1hvEJcPcOCZz9k6FG3qpA7","https://open.spotify.com/track/1hvEJcPcOCZz9k6FG3qpA7"
"11","3FWYuOihiOHZryCqB4e2vU","Dance of Light","Mathame","spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS","Loophole","3zyZl0mxZDJlmxiSeZO2GS","spotify:album:3zyZl0mxZDJlmxiSeZO2GS","403722","6,73","206829","NONE","True","https://p.scdn.co/mp3-preview/9852ac19c5852c1b284e05dfb766f7bc41fe5884","https://i.scdn.co/image/ab67616d0000b273c503cc7f4d1da50d4e856046","spotify:track:3FWYuOihiOHZryCqB4e2vU","https://open.spotify.com/track/3FWYuOihiOHZryCqB4e2vU"
"12","7ehBoh9FIeIiEnORzexRZ2","For Every Forever","Mathame","spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS","For Every Forever EP","6hPPDqvC96d67INVcPKQeI","spotify:album:6hPPDqvC96d67INVcPKQeI","382500","6,38","8155046","NONE","True","https://p.scdn.co/mp3-preview/2e86925600357d92e5cc590e296c00f12342453c","https://i.scdn.co/image/ab67616d0000b273d8323eac79b2027161cd82bd","spotify:track:7ehBoh9FIeIiEnORzexRZ2","https://open.spotify.com/track/7ehBoh9FIeIiEnORzexRZ2"
"13","1jR69sehqHjAmjDIp4BZM8","Stairway 3000","Mathame","spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS","For Every Forever EP","6hPPDqvC96d67INVcPKQeI","spotify:album:6hPPDqvC96d67INVcPKQeI","453543","7,56","914150","NONE","True","https://p.scdn.co/mp3-preview/868c95d7f6e6332c39f0663b07538c3d8e1c45a6","https://i.scdn.co/image/ab67616d0000b273d8323eac79b2027161cd82bd","spotify:track:1jR69sehqHjAmjDIp4BZM8","https://open.spotify.com/track/1jR69sehqHjAmjDIp4BZM8"
"14","3wJrBiiTIRRfKSL2TQWR60","Delilah (pull me out of this)","Fred again..; Delilah Montagu","spotify:artist:4oLeXFyACqeem2VImYeBFe; spotify:artist:3WtrH1zNpzoPSz6XpwCh6y","Actual Life 3 (January 1 - September 9 2022)","4O0noIPlmEkVFvyj7TOKpA","spotify:album:4O0noIPlmEkVFvyj7TOKpA","250702","4,18","322931587","NONE","True","https://p.scdn.co/mp3-preview/738fc2fb4719b3df97ac8516df1bc8956364ffd4","https://i.scdn.co/image/ab67616d0000b2737d34227aa022d09d8f4b62f5","spotify:track:3wJrBiiTIRRfKSL2TQWR60","https://open.spotify.com/track/3wJrBiiTIRRfKSL2TQWR60"
"15","3jrHkWKbFMpv0h47O1oWJC","To Hope","Mathame","spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS","To Hope","0eauXE0fq4hMmVlzFUnXqs","spotify:album:0eauXE0fq4hMmVlzFUnXqs","196666","3,28","2379153","NONE","True","https://p.scdn.co/mp3-preview/941a8dcba96798f013cbf046dfbed0bdc1e6ad99","https://i.scdn.co/image/ab67616d0000b273b5586411bd40b8661bfc095b","spotify:track:3jrHkWKbFMpv0h47O1oWJC","https://open.spotify.com/track/3jrHkWKbFMpv0h47O1oWJC"
"16","6QcU4iwfLjjsrW7zsqyc1D","The Space In Between - Ben Böhmer Remix","Jan Blomqvist; Ben Böhmer","spotify:artist:5wMlMjOLeJfS5DfxqGfm83; spotify:artist:5tDjiBYUsTqzd0RkTZxK7u","The Space In Between (Ben Böhmer Remix)","3ZUWJDZMPXc7e3UArYU357","spotify:album:3ZUWJDZMPXc7e3UArYU357","253812","4,23","72494868","NONE","True","https://p.scdn.co/mp3-preview/9ac18bbb296115c55eafdf35375a6cd62ed96266","https://i.scdn.co/image/ab67616d0000b27324c7051861c77866592074d8","spotify:track:6QcU4iwfLjjsrW7zsqyc1D","https://open.spotify.com/track/6QcU4iwfLjjsrW7zsqyc1D"
"17","2SxeNZphx2bH5kju5Ntu8P","Airplane Lesson","Stereoclip","spotify:artist:4x2Ejyd2OGXtZrPvAQWvYL","Airplane Lesson","1fOzRFG5ex2r3BwLyjYzyt","spotify:album:1fOzRFG5ex2r3BwLyjYzyt","252145","4,2","29722095","NONE","True","https://p.scdn.co/mp3-preview/df6ba0499d3ab6ea31f40971945d526c30bed54b","https://i.scdn.co/image/ab67616d0000b273f3180e7b79a88ad0afe954a1","spotify:track:2SxeNZphx2bH5kju5Ntu8P","https://open.spotify.com/track/2SxeNZphx2bH5kju5Ntu8P"
"18","1fUZTxtVAQq8jpd8p02RKk","Element","ARTBAT","spotify:artist:3BkRu2TGd2I1uBxZKddfg1","Realm Of Consciousness Pt. IV","0V6u4pveYlufmU2qnige3y","spotify:album:0V6u4pveYlufmU2qnige3y","444878","7,41","3144195","NONE","True","https://p.scdn.co/mp3-preview/99a62209437e90b6c4e0b198fbc01ba789243c87","https://i.scdn.co/image/ab67616d0000b273e569da8d8092a5f68a6a27ad","spotify:track:1fUZTxtVAQq8jpd8p02RKk","https://open.spotify.com/track/1fUZTxtVAQq8jpd8p02RKk"
"19","5kua8KlgGDC38pnLB5GYZ1","Inside - Jerome Isma-Ae Remix","8Kays; Diana Miro; Jerome Isma-Ae","spotify:artist:6VJ8RuUWKIgm5p5uEvZCfQ; spotify:artist:7HKB2dr6EceAJM8xRlXYlK; spotify:artist:4GEIawzVZxWGdtl9OOdgeA","Inside","7vy6wvD7CR24TdvfeumLoc","spotify:album:7vy6wvD7CR24TdvfeumLoc","236258","3,94","6829306","NONE","True","https://p.scdn.co/mp3-preview/f72979c94ccbeb6dd546da49718d1d1b6540391b","https://i.scdn.co/image/ab67616d0000b273dc15b58a218cfb4e0ea39b54","spotify:track:5kua8KlgGDC38pnLB5GYZ1","https://open.spotify.com/track/5kua8KlgGDC38pnLB5GYZ1"
"20","74oc8wSuilCIueLaqNOi3B","Drown - Massano Remix","Øostil; Juan Hansen; Massano","spotify:artist:7E0ZeAt3clBvTXWsvOIV7v; spotify:artist:1ZFLYus27fzqEV3d6RBrxo; spotify:artist:6htWLP8aiuf19FYMA4VQAZ","In My System EP","1ameR5VQ6NncBeudL8K78R","spotify:album:1ameR5VQ6NncBeudL8K78R","440949","7,35","9166793","NONE","True","https://p.scdn.co/mp3-preview/1b5d4de5edfe1a2130f0ac49e831509678773802","https://i.scdn.co/image/ab67616d0000b273189d44ead3ddce518d1630bf","spotify:track:74oc8wSuilCIueLaqNOi3B","https://open.spotify.com/track/74oc8wSuilCIueLaqNOi3B"
"21","3fdXEMBTjHNJ5Bug5c7rZi","Mystery - Tale Of Us & Mathame Remix","Adriatique; Tale Of Us; Mathame","spotify:artist:02DWGcShQivFepRvGJ7xhB; spotify:artist:1UL813H5aj3e8ekE5RqWqc; spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS","Nude Remixes","13V7SBTiEGttVK8zwqd2tr","spotify:album:13V7SBTiEGttVK8zwqd2tr","424431","7,07","13348194","NONE","True","https://p.scdn.co/mp3-preview/d7ebbd7d4a5db7cbb0ae955563512bdb7b87102a","https://i.scdn.co/image/ab67616d0000b2734d9f623ae49d6ab8a146e8d6","spotify:track:3fdXEMBTjHNJ5Bug5c7rZi","https://open.spotify.com/track/3fdXEMBTjHNJ5Bug5c7rZi"
"22","6dVgCHMZrWG0tQ4HPeu4aw","Baby again..","Fred again..; Skrillex; Four Tet","spotify:artist:4oLeXFyACqeem2VImYeBFe; spotify:artist:5he5w2lnU9x7JFhnwcekXX; spotify:artist:7Eu1txygG6nJttLHbZdQOh","USB","4NGzLSTgDOfMFPEQvB5MDc","spotify:album:4NGzLSTgDOfMFPEQvB5MDc","319963","5,33","127182245","NONE","True","https://p.scdn.co/mp3-preview/d7446fa4ca5a80d2c44aeea9f99f3e6662d50fdb","https://i.scdn.co/image/ab67616d0000b273444f129bbe6366c18d533650","spotify:track:6dVgCHMZrWG0tQ4HPeu4aw","https://open.spotify.com/track/6dVgCHMZrWG0tQ4HPeu4aw"
"23","3vByMAp89BehWIPpQQKld1","Come For You","Mathame","spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS","Come For You","34LFiz4jrArVwY5Hv3LdCS","spotify:album:34LFiz4jrArVwY5Hv3LdCS","224640","3,74","3124150","NONE","True","https://p.scdn.co/mp3-preview/156cf738b1f1dc6d6bbee6852826721c664f0a31","https://i.scdn.co/image/ab67616d0000b2734892a77ad056726521561bc0","spotify:track:3vByMAp89BehWIPpQQKld1","https://open.spotify.com/track/3vByMAp89BehWIPpQQKld1"
"24","2FqOpyYhgo3ZMgtkY55PVz","Kaleidoscope Colours","Jan Blomqvist; Maybemahri","spotify:artist:5wMlMjOLeJfS5DfxqGfm83; spotify:artist:4Lo9uin42ZRpz8pqItU4gL","Kaleidoscope Colours","3kzL5SQAckdGoe8pZHtrm9","spotify:album:3kzL5SQAckdGoe8pZHtrm9","255466","4,26","8426767","NONE","True","https://p.scdn.co/mp3-preview/3b57985d3304bab339ed096d55b272ca6ad3f0f4","https://i.scdn.co/image/ab67616d0000b273081e743293d9e1acdb684a63","spotify:track:2FqOpyYhgo3ZMgtkY55PVz","https://open.spotify.com/track/2FqOpyYhgo3ZMgtkY55PVz"
"25","1Q67GzAimjd3OLMJJOTy9H","Believe","CamelPhat; Mathame","spotify:artist:240wlM8vDrf6S4zCyzGj2W; spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS","Believe","501szlgNOu6d1wltnKyHKw","spotify:album:501szlgNOu6d1wltnKyHKw","213753","3,56","17177238","NONE","True","https://p.scdn.co/mp3-preview/655ea16e88cefb9a131ede8cf2214f161eeac9cc","https://i.scdn.co/image/ab67616d0000b273740d6c47953beddd7115f696","spotify:track:1Q67GzAimjd3OLMJJOTy9H","https://open.spotify.com/track/1Q67GzAimjd3OLMJJOTy9H"
"26","71QzpNzL1Q6KPOV5ilyBVW","Alone","Tale Of Us","spotify:artist:1UL813H5aj3e8ekE5RqWqc","Unity","0HrDrQPhOBR04RKmY7DCJj","spotify:album:0HrDrQPhOBR04RKmY7DCJj","333569","5,56","3253268","NONE","True","https://p.scdn.co/mp3-preview/fabd7915d3071afaec28b6f7aaed5e0cf8fa7354","https://i.scdn.co/image/ab67616d0000b273e18f6613c8797619eaa07925","spotify:track:71QzpNzL1Q6KPOV5ilyBVW","https://open.spotify.com/track/71QzpNzL1Q6KPOV5ilyBVW"
"27","6KTszGfdIAsucOJBr1L211","Lift Me Up - Mathame Remix","Moby; Mathame","spotify:artist:3OsRAKCvk37zwYcnzRf5XF; spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS","Lift Me Up (Mathame Remix)","37sIzfmNnBOLC2D8TvHUGb","spotify:album:37sIzfmNnBOLC2D8TvHUGb","421978","7,03","2134332","NONE","True","https://p.scdn.co/mp3-preview/340faf65878ac3ddc25cf94001464bd6beb61586","https://i.scdn.co/image/ab67616d0000b273ec56126b3080501b0e97f14e","spotify:track:6KTszGfdIAsucOJBr1L211","https://open.spotify.com/track/6KTszGfdIAsucOJBr1L211"
"28","3Jkp1mOdqXM5NjQwHZhys1","So What","Mathame","spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS","Feel Your Ghost","1CTxgZIYbDoSltqjBmwxyK","spotify:album:1CTxgZIYbDoSltqjBmwxyK","261120","4,35","1180672","NONE","True","https://p.scdn.co/mp3-preview/d4507254a0e78b3cda73458c67803a432949f763","https://i.scdn.co/image/ab67616d0000b273ee5bdfbba5662e4eb38fb20d","spotify:track:3Jkp1mOdqXM5NjQwHZhys1","https://open.spotify.com/track/3Jkp1mOdqXM5NjQwHZhys1"
"29","64HfvrHpMhaPArBsmo5QTf","Feel Your Ghost","Tiësto; Mathame","spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z; spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS","Feel Your Ghost","1CTxgZIYbDoSltqjBmwxyK","spotify:album:1CTxgZIYbDoSltqjBmwxyK","205259","3,42","28888859","NONE","True","https://p.scdn.co/mp3-preview/1170cc44d98508831bca8e4028905c542667cacf","https://i.scdn.co/image/ab67616d0000b273ee5bdfbba5662e4eb38fb20d","spotify:track:64HfvrHpMhaPArBsmo5QTf","https://open.spotify.com/track/64HfvrHpMhaPArBsmo5QTf"
"30","6BA2JM59JObFjHNvLK2KOg","Purple Noise","Boris Brejcha","spotify:artist:6caPJFLv1wesmM7gwK1ACy","Feuerfalter Special Edition","0E807CRBmdfGNRcnXVymp3","spotify:album:0E807CRBmdfGNRcnXVymp3","539520","8,99","88370391","NONE","True","https://p.scdn.co/mp3-preview/ccd0fe5d2e8d7abc7f68a706cfdd99e03ae2f8c9","https://i.scdn.co/image/ab67616d0000b273831540b40428891208984f17","spotify:track:6BA2JM59JObFjHNvLK2KOg","https://open.spotify.com/track/6BA2JM59JObFjHNvLK2KOg"
"31","1HQtWfXS21n8yYJWw7Xf2x","Sinnerman - Felix Da Housecat's Heavenly House Mix","Nina Simone; Felix Da Housecat","spotify:artist:7G1GBhoKtEPnP86X2PvEYO; spotify:artist:4rC8J4M4aOqsQSCP4yoyJI","Verve Remixed 2","0jZihpxJOMBTJ51wRN0Uje","spotify:album:0jZihpxJOMBTJ51wRN0Uje","275480","4,59","68583491","NONE","True","https://p.scdn.co/mp3-preview/ff7c28dd0b6e5335bc20b27f3b5acf76daf1020a","https://i.scdn.co/image/ab67616d0000b27310d63d9350864498fb3da8ef","spotify:track:1HQtWfXS21n8yYJWw7Xf2x","https://open.spotify.com/track/1HQtWfXS21n8yYJWw7Xf2x"
"32","6ZyEZpsnv8mwiMEeNRK2oq","Dark Planet","Boris Brejcha","spotify:artist:6caPJFLv1wesmM7gwK1ACy","Feuerfalter Special Edition","0E807CRBmdfGNRcnXVymp3","spotify:album:0E807CRBmdfGNRcnXVymp3","512640","8,54","16990075","NONE","True","https://p.scdn.co/mp3-preview/19f6b2a2f49f13f7b71ad7d9bec348e460b661fc","https://i.scdn.co/image/ab67616d0000b273831540b40428891208984f17","spotify:track:6ZyEZpsnv8mwiMEeNRK2oq","https://open.spotify.com/track/6ZyEZpsnv8mwiMEeNRK2oq"
"33","2Nq06gpBMrjYnBLpi0cNYy","Night After Night - CamelPhat Remix","Fideles; CamelPhat; Be No Rain","spotify:artist:39RaU9BN81x3KBo299bwXs; spotify:artist:240wlM8vDrf6S4zCyzGj2W; spotify:artist:0ToTNYPspLv4FWbcpXgOUt","Night After Night","5BdSUE84muaBTlQLSYiQMt","spotify:album:5BdSUE84muaBTlQLSYiQMt","418528","6,98","23290831","NONE","True","https://p.scdn.co/mp3-preview/90c61863a6ae1f1598d11ea761ff950dc8579844","https://i.scdn.co/image/ab67616d0000b273bb859af74cfc2ab85f46bad6","spotify:track:2Nq06gpBMrjYnBLpi0cNYy","https://open.spotify.com/track/2Nq06gpBMrjYnBLpi0cNYy"
"34","3VSlbuMOlvfhlHJEcxxotL","EDOM","Avicii","spotify:artist:1vCWHaC5f2uS3yhpwWbIA6","True (Bonus Edition)","50oWFJ0mDEeMa74ElsdAp3","spotify:album:50oWFJ0mDEeMa74ElsdAp3","495022","8,25","795509","NONE","True","https://p.scdn.co/mp3-preview/0c9c81b3d438ec59f479a77446537c42e8d6eaec","https://i.scdn.co/image/ab67616d0000b273c3760c26cc5374ddbd9fd530","spotify:track:3VSlbuMOlvfhlHJEcxxotL","https://open.spotify.com/track/3VSlbuMOlvfhlHJEcxxotL"
"35","7Ib1fj8HnRmi9WRBpDK6ie","The Way","Sultan + Shepard","spotify:artist:14Tg9FvbNismPR1PJHxRau","Echoes Of Life: Night","3XARakl3JkVizUCWSFG0wY","spotify:album:3XARakl3JkVizUCWSFG0wY","215250","3,59","35089941","NONE","True","https://p.scdn.co/mp3-preview/9d7609c7b3bd80f537191dfa383cbad2d001a218","https://i.scdn.co/image/ab67616d0000b273b5d664c1371611e69da9e154","spotify:track:7Ib1fj8HnRmi9WRBpDK6ie","https://open.spotify.com/track/7Ib1fj8HnRmi9WRBpDK6ie"
"36","2nUXox0k2J4v2nfYT44Fa8","The Doors","Mathame; Biishop","spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS; spotify:artist:1vaoL5LaD2f0jG2UlrY5yF","MEMO","6azdO29kApAjBqsnEW98cN","spotify:album:6azdO29kApAjBqsnEW98cN","389288","6,49","298050","NONE","True","https://p.scdn.co/mp3-preview/88e26bc019edd5b554714005b2a12bd25b03bec2","https://i.scdn.co/image/ab67616d0000b2735f69253f6449be9595c66147","spotify:track:2nUXox0k2J4v2nfYT44Fa8","https://open.spotify.com/track/2nUXox0k2J4v2nfYT44Fa8"
"37","4BVPVRgoMgRCoZZhOFCFaS","Tomorrow","Mathame; Cold Weather Company","spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS; spotify:artist:2ayD3f20lm9a4aKNtg2sUm","MEMO","6azdO29kApAjBqsnEW98cN","spotify:album:6azdO29kApAjBqsnEW98cN","510468","8,51","336405","NONE","True","https://p.scdn.co/mp3-preview/0e58abca29aa8113dee548a24e29085dfd927176","https://i.scdn.co/image/ab67616d0000b2735f69253f6449be9595c66147","spotify:track:4BVPVRgoMgRCoZZhOFCFaS","https://open.spotify.com/track/4BVPVRgoMgRCoZZhOFCFaS"
"38","5HcFTUjrIn2Z2H87Rr9X7z","Hope","CamelPhat; Max Milner","spotify:artist:240wlM8vDrf6S4zCyzGj2W; spotify:artist:0WFFfBGhY0aC6MQiQ1UQi8","Hope","1EwIXhUeYRrx1fHmL4wOzX","spotify:album:1EwIXhUeYRrx1fHmL4wOzX","221762","3,7","31584371","NONE","True","https://p.scdn.co/mp3-preview/a2fa3c60b1ce4b79dc3d656386e634a2ba69d06c","https://i.scdn.co/image/ab67616d0000b273efab849ff74e627ec918a098","spotify:track:5HcFTUjrIn2Z2H87Rr9X7z","https://open.spotify.com/track/5HcFTUjrIn2Z2H87Rr9X7z"
"39","6hQRP0fV38up2v9YPZikNh","Human (feat. Echoes) - Aaron Hibell Remix","John Summit; Echoes; Aaron Hibell","spotify:artist:7kNqXtgeIwFtelmRjWv205; spotify:artist:5tthikVnzlKM4NJjsuo2Nt; spotify:artist:6KJPsGYJN54GllYOKTleaj","Human (feat. Echoes) [Aaron Hibell Remix]","0E8IudongeQszuQs96CoC2","spotify:album:0E8IudongeQszuQs96CoC2","171807","2,86","20738487","NONE","True","https://p.scdn.co/mp3-preview/72ef269829b1d15a0dfc2241567107a62aa31f0a","https://i.scdn.co/image/ab67616d0000b273ae2fc17da2eb1c5a6a28440f","spotify:track:6hQRP0fV38up2v9YPZikNh","https://open.spotify.com/track/6hQRP0fV38up2v9YPZikNh"
"40","1467Zd8OEpN4uMLVrplVlr","Rainbow","8Kays","spotify:artist:6VJ8RuUWKIgm5p5uEvZCfQ","Rainbow","3hB0L2AgiWQMQ531za8nGj","spotify:album:3hB0L2AgiWQMQ531za8nGj","369250","6,15","3155486","NONE","True","https://p.scdn.co/mp3-preview/7aab6a5819c0259b7cfd4f87fdf64366c0650b7e","https://i.scdn.co/image/ab67616d0000b273606922a028d529ae9f0aad17","spotify:track:1467Zd8OEpN4uMLVrplVlr","https://open.spotify.com/track/1467Zd8OEpN4uMLVrplVlr"
"41","199wv1uOJYZ1XyK8FTzwh2","Ascend","Dezko","spotify:artist:4FAahCBNlbpgoAhVfuUHPD","Ascend","4mAF3peOEA7768ugEsKNHk","spotify:album:4mAF3peOEA7768ugEsKNHk","200156","3,34","190159457","NONE","True","https://p.scdn.co/mp3-preview/5ce0dd6090f77c3db799710d5ab552967e0b55a3","https://i.scdn.co/image/ab67616d0000b27336eaa88d33968ee025d0b3d1","spotify:track:199wv1uOJYZ1XyK8FTzwh2","https://open.spotify.com/track/199wv1uOJYZ1XyK8FTzwh2"
"42","1LhO3e7X53MxSuYjUQ5ROt","Oblique","KhoMha","spotify:artist:4ngwbMFTQKrLkLfREBYrvW","Oblique","0TeZmTIyg0C6Psz3JXGA5T","spotify:album:0TeZmTIyg0C6Psz3JXGA5T","145039","2,42","6473792","NONE","True","https://p.scdn.co/mp3-preview/259ea1c94095f0ca0d57fc436b889a11e0eeedf8","https://i.scdn.co/image/ab67616d0000b273e0e170741461d2e91f3eb371","spotify:track:1LhO3e7X53MxSuYjUQ5ROt","https://open.spotify.com/track/1LhO3e7X53MxSuYjUQ5ROt"
"43","3HhPAOHtfLXNpSPpm8b8cJ","All I've Got - Mathame Remix","RÜFÜS DU SOL; Mathame","spotify:artist:5Pb27ujIyYb33zBqVysBkj; spotify:artist:6QSwQEz8CDMg8Rqk8dEkxS","SOLACE REMIXED","4xxkZCrb0e2oKqIrzGHPLk","spotify:album:4xxkZCrb0e2oKqIrzGHPLk","450463","7,51","2808551","NONE","True","https://p.scdn.co/mp3-preview/99ca1cad79e48b1a6a5c9b7e6391fe259aac7033","https://i.scdn.co/image/ab67616d0000b2736a9b5284a4de1a0c83aad1f5","spotify:track:3HhPAOHtfLXNpSPpm8b8cJ","https://open.spotify.com/track/3HhPAOHtfLXNpSPpm8b8cJ"
"44","4HKcQoyJrt3ryRJdyROFou","Best of Me","ARTBAT; Sailor & I","spotify:artist:3BkRu2TGd2I1uBxZKddfg1; spotify:artist:2RZbJDQz3gwJppZzfbuxTx","Best of Me","7rZGU0nfb2k99L6N3dh9Ok","spotify:album:7rZGU0nfb2k99L6N3dh9Ok","552960","9,22","6735030","NONE","True","https://p.scdn.co/mp3-preview/ef75cbbd1d2e6d07b0c3546926e2afb7e6ea3bba","https://i.scdn.co/image/ab67616d0000b2732bb61b549a19fe98a26cbe22","spotify:track:4HKcQoyJrt3ryRJdyROFou","https://open.spotify.com/track/4HKcQoyJrt3ryRJdyROFou"
